project,contract,bidder.name,status,bidder.country,opening.price.currency,opening.price.amount,opening.price.raw,evaluated.price.currency,evaluated.price.amount,evaluated.price.raw,contract.price.currency,contract.price.amount,contract.price.raw
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00009640,DRECO - MCO - PVC1 Joint Venture,Evaluated,,,,,VND,163636363636.0,"VND163,636,363,636.00",,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00009640,Minh Anh Construction Joint Stock Company,Rejected,,,,,,,,,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00013734,Quang Tien Construction Company Limited,Awarded,,VND,173471728733.0,"VND 173,471,728,733.00",VND,141931414418.0,"VND141,931,414,418.00",VND,156124555859.0,"VND156,124,555,859.00"
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00013734,Van Phon Construction Co. Ltd.,Evaluated,,VND,178009267244.0,"VND 178,009,267,244.00",VND,161248415186.0,"VND161,248,415,186.00",,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00013734,Sino - Pacific Construction Consultancy Co. Ltd (SPCC),Rejected,,,,,,,,,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00013734,Tien Trien Construction JSC. and Dong Cuong Construction & Trading Investment Consultant JSC. J.V (TIEN TRIEN ? DONGCUONGJ.V.),Rejected,,,,,,,,,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00013732,Dat Phuong Joint Stock Company,Awarded,,VND,195000000000.0,"VND 195,000,000,000.00",VND,177272817948.0,"VND177,272,817,948.00",VND,195000099743.0,"VND195,000,099,743.00"
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00013732,Construction Corporation No.1 Company Limited,Evaluated,,VND,204462559000.0,"VND 204,462,559,000.00",VND,185875288471.0,"VND185,875,288,471.00",,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00013732,Van Phon Construction Co. Ltd.,Evaluated,,VND,206532574907.0,"VND 206,532,574,907.00",VND,188490811219.0,"VND188,490,811,219.00",,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00013732,Transport Construction & Investment Trading JSC. No.1 and Trung Chinh Trading & Construction Co. Ltd. J.V.,Evaluated,,VND,202085579245.0,"VND 202,085,579,245.00",VND,189122566077.0,"VND189,122,566,077.00",,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00013732,Sino - Pacific Construction Consultancy Co. Ltd (SPCC),Rejected,,,,,,,,,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00014596,Joint Venture of No.1 Transport Construction and Investment Joint Stock Company (TRICO) - Trung Chinh Trading &Construction Company Limited,Awarded,,VND,185408927032.0,"VND 185,408,927,032.00",VND,151699693935.0,"VND151,699,693,935.00",VND,166869663328.0,"VND166,869,663,328.00"
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00014596,Construction Corporation No.1 Company Limited,Evaluated,,VND,188371388000.0,"VND 188,371,388,000.00",VND,171392618742.0,"VND171,392,618,742.00",,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00014596,Dat Phuong Joint Stock Company,Evaluated,,VND,210000000000.0,"VND 210,000,000,000.00",VND,190909616728.0,"VND190,909,616,728.00",,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00014596,Van Phon Construction Co. Ltd.,Evaluated,,VND,213549389208.0,"VND 213,549,389,208.00",VND,200901868577.0,"VND200,901,868,577.00",,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00014596,MCO Vietnam Joint Stock Company,Rejected,,,,,,,,,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00014596,Sino - Pacific Construction Consultancy Co. Ltd (SPCC),Rejected,,,,,,,,,,
P119077,http://search.worldbank.org/wcontractawards/procdetails/OP00023214,Thep Moi Investment ConsultantsConstruction Company,Awarded,Vietnam,VND,129140387751.0,"VND 129,140,387,751.00",VND,129154533751.0,"VND129,154,533,751.00",VND,129154533751.0,"VND129,154,533,751.00"
P119077,http://search.worldbank.org/wcontractawards/procdetails/OP00023215,Thep Moi Investment ConsultantsConstruction Company,Awarded,Vietnam,VND,129140387751.0,"VND 129,140,387,751.00",VND,129154533751.0,"VND129,154,533,751.00",VND,129154533751.0,"VND129,154,533,751.00"
P119077,http://search.worldbank.org/wcontractawards/procdetails/OP00025240,Vietnam Water and Environment Investment Corporation (VIWASEEN),Awarded,Vietnam,VND,358763603368.0,"VND 358,763,603,368.00",VND,326106569689.0,"VND326,106,569,689.00",VND,326106569689.0,"VND326,106,569,689.00"
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00009644,Khanh Giang - Dredging International Asia Pacific Joint venture,Awarded,,,,,VND,186313779890.0,"VND186,313,779,890.00",VND,204945157879.0,"VND204,945,157,879.00"
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00009644,DRECO - MCO - PVC1 Joint Venture,Evaluated,,,,,VND,190909090909.0,"VND190,909,090,909.00",,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00009644,Halla Engineering & Construction Corp,Evaluated,,,,,VND,204211622845.0,"VND204,211,622,845.00",,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00009644,Huyen Minh Construction Corporation,Rejected,,,,,,,,,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00009644,Minh Hang Co. Ltd # Thien Phu Co. Ltd # Kim Phat Construction Private Company Joint Venture,Rejected,,,,,,,,,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00009644,Merce of Phuong Nam Mineral Exploitation Trading Import & Export JSC # Tam Son Investment Joint Stock Corporation #Meeshell ID&C CO. LTD.,Rejected,,,,,,,,,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00009640,Halla Engineering & Construction Corp,Awarded,,,,,VND,153900000000.0,"VND153,900,000,000.00",VND,169290000000.0,"VND169,290,000,000.00"
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00009640,DRECO - MCO - PVC1 Joint Venture,Evaluated,,,,,VND,163636363636.0,"VND163,636,363,636.00",,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00009640,Minh Anh Construction Joint Stock Company,Rejected,,,,,,,,,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00013734,Quang Tien Construction Company Limited,Awarded,,VND,173471728733.0,"VND 173,471,728,733.00",VND,141931414418.0,"VND141,931,414,418.00",VND,156124555859.0,"VND156,124,555,859.00"
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00013734,Van Phon Construction Co. Ltd.,Evaluated,,VND,178009267244.0,"VND 178,009,267,244.00",VND,161248415186.0,"VND161,248,415,186.00",,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00013734,Sino - Pacific Construction Consultancy Co. Ltd (SPCC),Rejected,,,,,,,,,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00013734,Tien Trien Construction JSC. and Dong Cuong Construction & Trading Investment Consultant JSC. J.V (TIEN TRIEN ? DONGCUONGJ.V.),Rejected,,,,,,,,,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00013732,Dat Phuong Joint Stock Company,Awarded,,VND,195000000000.0,"VND 195,000,000,000.00",VND,177272817948.0,"VND177,272,817,948.00",VND,195000099743.0,"VND195,000,099,743.00"
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00013732,Construction Corporation No.1 Company Limited,Evaluated,,VND,204462559000.0,"VND 204,462,559,000.00",VND,185875288471.0,"VND185,875,288,471.00",,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00013732,Van Phon Construction Co. Ltd.,Evaluated,,VND,206532574907.0,"VND 206,532,574,907.00",VND,188490811219.0,"VND188,490,811,219.00",,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00013732,Transport Construction & Investment Trading JSC. No.1 and Trung Chinh Trading & Construction Co. Ltd. J.V.,Evaluated,,VND,202085579245.0,"VND 202,085,579,245.00",VND,189122566077.0,"VND189,122,566,077.00",,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00013732,Sino - Pacific Construction Consultancy Co. Ltd (SPCC),Rejected,,,,,,,,,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00014596,Joint Venture of No.1 Transport Construction and Investment Joint Stock Company (TRICO) - Trung Chinh Trading &Construction Company Limited,Awarded,,VND,185408927032.0,"VND 185,408,927,032.00",VND,151699693935.0,"VND151,699,693,935.00",VND,166869663328.0,"VND166,869,663,328.00"
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00014596,Construction Corporation No.1 Company Limited,Evaluated,,VND,188371388000.0,"VND 188,371,388,000.00",VND,171392618742.0,"VND171,392,618,742.00",,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00014596,Dat Phuong Joint Stock Company,Evaluated,,VND,210000000000.0,"VND 210,000,000,000.00",VND,190909616728.0,"VND190,909,616,728.00",,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00014596,Van Phon Construction Co. Ltd.,Evaluated,,VND,213549389208.0,"VND 213,549,389,208.00",VND,200901868577.0,"VND200,901,868,577.00",,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00014596,MCO Vietnam Joint Stock Company,Rejected,,,,,,,,,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00014596,Sino - Pacific Construction Consultancy Co. Ltd (SPCC),Rejected,,,,,,,,,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00018505,Tuan Loc Construction Investment Corporation and E.C.O.N Corporation J.V.,Awarded,Vietnam,VND,91000509000.0,"VND 91,000,509,000.00",VND,89730709488.0,"VND89,730,709,488.00",VND,98703780437.0,"VND98,703,780,437.00"
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00018505,Civil Engineering Construction JSC. No. 525,Evaluated,Vietnam,VND,116559939312.0,"VND 116,559,939,312.00",VND,90069038800.0,"VND90,069,038,800.00",,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00018505,Construction Corporation No.1 Co.Ltd and Van Cuong Construction United Co. Ltd Association,Evaluated,Vietnam,VND,102049869900.0,"VND 102,049,869,900.00",VND,92772609421.0,"VND92,772,609,421.00",,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00018505,Petrovietnam Construction Joint Stock Corporation,Evaluated,Vietnam,USD,1466707.0,"USD 1,466,707.00VND 72,889,659,091.00",VND,94090764744.0,"VND94,090,764,744.00",,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00018505,Hoa Hiep Co. Ltd.,Evaluated,Vietnam,VND,143207000000.0,"VND 143,207,000,000.00",VND,130188212761.0,"VND130,188,212,761.00",,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00018505,SINOHYDRO Corporation Ltd.,Evaluated,China,VND,168897465316.0,"VND 168,897,465,316.00",VND,145865989022.0,"VND145,865,989,022.00",,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00018505,Van Phon Construction Co. Ltd.,Rejected,Vietnam,VND,108951528928.0,"VND 108,951,528,928.00",,,,,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00018503,Minh Anh Constrution JSC.,Awarded,Vietnam,VND,99168000000.0,"VND 99,168,000,000.00",VND,85152721192.0,"VND85,152,721,192.00",VND,93667993311.0,"VND93,667,993,311.00"
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00018503,299 Construction and Trading JSC.,Evaluated,Vietnam,VND,101881021395.0,"VND 101,881,021,395.00",VND,88410014992.0,"VND88,410,014,992.00",,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00018503,Van Cuong Construction United Co. Ltd.,Evaluated,Vietnam,VND,100888888888.0,"VND 100,888,888,888.00",VND,91717195843.0,"VND91,717,195,843.00",,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00018503,Transportation and Public Works Co. Ltd.,Evaluated,Vietnam,VND,105164125669.0,"VND 105,164,125,669.00",VND,95603778737.0,"VND95,603,778,737.00",,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00018503,Bang Duong Trade ? Construction ? Investment Co.Ltd and Construction & Materials Trading J.V Co. Association,Evaluated,Vietnam,VND,112557534991.0,"VND 112,557,534,991.00",VND,98743655697.0,"VND98,743,655,697.00",,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00018503,Petrovietnam Construction Joint Stock Corporation,Evaluated,Vietnam,USD,1617854.0,"USD 1,617,854.00VND 80,401,100,412.00",VND,103787013056.0,"VND103,787,013,056.00",,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00018503,Phu My One Member Co. Ltd and An Sinh JSC. J.V (Phu My ? AnSinh J.V),Evaluated,Vietnam,VND,116546095159.0,"VND 116,546,095,159.00",VND,119866433255.0,"VND119,866,433,255.00",,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00018503,Van Phon Construction Co. Ltd.,Rejected,Vietnam,VND,100390132484.0,"VND 100,390,132,484.00",,,,,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00018919,Petrovietnam Construction Joint Stock Corporation,Awarded,Vietnam,VND,208100106499.0,"VND 208,100,106,499.00USD 8,115,290.00",VND,325993999177.0,"VND325,993,999,177.00",VND,358593399095.0,"VND358,593,399,095.00"
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00018919,Construction Corporation No.1 Co.Ltd and Van Cuong Construction United Co. Ltd Association,Evaluated,Vietnam,VND,385776704400.0,"VND 385,776,704,400.00",VND,350706094531.0,"VND350,706,094,531.00",,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00018919,Installation & Mechanized Construction No.9 JSC and Dredging JSC. J.V (Licogi.9 ? Dredco J.V),Evaluated,Vietnam,VND,409366688016.0,"VND 409,366,688,016.00",VND,372688033649.0,"VND372,688,033,649.00",,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00018919,SINOHYDRO Corporation Ltd.,Evaluated,China,VND,452194774248.0,"VND 452,194,774,248.00",VND,390538392010.0,"VND390,538,392,010.00",,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00018919,Huyen Minh Construction Corporation and Hoang Giang Investment and Construction J.S.C Joint Venture,Rejected,Vietnam,VND,344427832971.0,"VND 344,427,832,971.00",,,,,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00018934,Minh Anh Constrution JSC.,Awarded,Vietnam,VND,102999000000.0,"VND 102,999,000,000.00",VND,90245686773.0,"VND90,245,686,773.00",VND,99270255450.0,"VND99,270,255,450.00"
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00018934,Minh Hang Co. Ltd.,Evaluated,Vietnam,VND,109051604757.0,"VND 109,051,604,757.00",VND,99137814184.0,"VND99,137,814,184.00",,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00018934,Petrovietnam Construction Joint Stock Corporation,Evaluated,Vietnam,VND,80661770278.0,"VND 80,661,770,278.00USD 1,623,100.00",VND,104123499375.0,"VND104,123,499,375.00",,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00018934,Construction Corporation No.1 Co.Ltd and Van Cuong Construction United Co. Ltd Association,Evaluated,Vietnam,VND,118224643900.0,"VND 118,224,643,900.00",VND,107491184318.0,"VND107,491,184,318.00",,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00018934,Huyen Minh Construction Corporation and Hoang Giang Investment and Construction J.S.C Joint Venture,Rejected,Vietnam,VND,88049142350.0,"VND 88,049,142,350.00",,,,,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00018934,Van Phon Construction Co. Ltd.,Rejected,Vietnam,VND,103363221853.0,"VND 103,363,221,853.00",,,,,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00018934,Transportation and Public Works Co. Ltd.,Rejected,Vietnam,VND,107458903989.0,"VND 107,458,903,989.00",,,,,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00018934,Bang Duong Trade ? Construction ? Investment Co.Ltd and Construction & Materials Trading J.V Co. Association,Rejected,Vietnam,VND,116203856197.0,"VND 116,203,856,197.00",,,,,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00018934,299 Construction and Trading JSC.,Rejected,Vietnam,VND,102250540114.0,"VND 102,250,540,114.00",,,,,,
,http://search.worldbank.org/wcontractawards/procdetails/OP00023932,,Awarded,,,,,,,,,,VND
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00023948,Joint Venture of Thi Son Production and Construction Co. Ltd. and Vietnam Trading Engineering Construction Joint StockCorporation.,Awarded,Vietnam,VND,341481256384.0,"VND 341,481,256,384.00",VND,287684135661.0,"VND287,684,135,661.00",VND,317662549227.0,"VND317,662,549,227.00"
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00023948,Dongkwang & PVC- Mekong J.V,Evaluated,Korea Republic of,VND,250169000000.0,"VND 250,169,000,000.00",VND,230711797265.0,"VND230,711,797,265.00",,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00023948,Hanshin Engineering & Contruction Co. Ltd.,Evaluated,Korea Republic of,VND,292765627605.0,"VND 292,765,627,605.00",VND,235268520418.0,"VND235,268,520,418.00",,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00023948,VCC Co. Ltd.,Evaluated,Vietnam,VND,310990714011.0,"VND 310,990,714,011.00",VND,245009252658.0,"VND245,009,252,658.00",,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00023948,Joint Venture DMK and BMT,Evaluated,Vietnam,VND,327152100000.0,"VND 327,152,100,000.00",VND,277050886570.0,"VND277,050,886,570.00",,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00023948,Shamwan - Vinaconex E&C Joint Venture,Evaluated,Vietnam,VND,349193461100.0,"VND 349,193,461,100.00",VND,299565744903.0,"VND299,565,744,903.00",,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00023947,Dat Phuong Joint Stock Company ? Beton 6 Corporation Joint Venture,Awarded,Vietnam,VND,452115109558.0,"VND 452,115,109,558.00",VND,369912305018.0,"VND369,912,305,018.00",VND,406903535520.0,"VND406,903,535,520.00"
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00023947,Phuong Thanh Transport construction and Investment Joint Stock Company,Evaluated,Vietnam,VND,415395979000.0,"VND 415,395,979,000.00",VND,373856375396.0,"VND373,856,375,396.00",,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00023947,CC1-VCCC-TLIC Joint Venture,Evaluated,Vietnam,VND,502010290000.0,"VND 502,010,290,000.00",VND,374225620000.0,"VND374,225,620,000.00",,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00023947,Heungwoo Industrial Co. Ltd (Korea),Evaluated,Korea Republic of,VND,445882930000.0,"VND 445,882,930,000.00",VND,393187535478.0,"VND393,187,535,478.00",,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00023947,Samwham ? Vinaconex E&C Joint Venture,Evaluated,Vietnam,VND,457889041500.0,"VND 457,889,041,500.00",VND,394160203132.0,"VND394,160,203,132.00",,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00023947,Guangxi Road and Bridge construction Co. LTD.,Evaluated,China,VND,481635872346.0,"VND 481,635,872,346.00",VND,424715232519.0,"VND424,715,232,519.00",,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00024762,Thuan An Trading and Development Construction JSC - HJC Group Investment Construction JSC J.V,Awarded,Vietnam,VND,177095041200.0,"VND 177,095,041,200.00",VND,176944221303.0,"VND176,944,221,303.00",VND,194638643433.0,"VND194,638,643,433.00"
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00024762,Construction and InvestmentJSC No.3 - Railway ConstructionCorporation JSC J.V,Rejected,Vietnam,VND,170813960536.0,"VND 170,813,960,536.00",,,,,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00024762,Construction and Material Trading JSC and Me Kong East Construction JSC J.V,Rejected,Vietnam,VND,136920380990.0,"VND 136,920,380,990.00",,,,,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00024762,Sino Pacific Construction Consultancy Co.Ltd (Sino Pacific Co.Ltd),Rejected,Vietnam,VND,134140842482.0,"VND 134,140,842,482.00",,,,,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00024762,No.1 Viet Hung Construction JSC and Dinh An Construction JSCand Huy Thuc Investing and Construction Corporation J.V,Rejected,Vietnam,VND,137064488836.0,"VND 137,064,488,836.00",,,,,,
P126454,http://search.worldbank.org/wcontractawards/procdetails/OP00020618,Beijing IST Machinery Engineering & Technology Co. Ltd.,Awarded,China,CNY,24900000.0,"CNY 24,900,000.00",CNY,24900000.0,"CNY24,900,000.00",CNY,24900000.0,"CNY24,900,000.00"
P126454,http://search.worldbank.org/wcontractawards/procdetails/OP00020618,Beijing Environment Sanitation Engineering Group Co. Ltd Siqing Branch,Evaluated,China,CNY,26600000.0,"CNY 26,600,000.00",CNY,26600000.0,"CNY26,600,000.00",,,
P126454,http://search.worldbank.org/wcontractawards/procdetails/OP00020618,The joint venture of Xiamen Golden Dragon Bus Co. Ltd and Shaanxi King Flying Traffic Industry Co.Ltd.,Evaluated,China,CNY,27400000.0,"CNY 27,400,000.00",CNY,27400000.0,"CNY27,400,000.00",,,
P126454,http://search.worldbank.org/wcontractawards/procdetails/OP00025479,JV of Beijing IST Machinery Engineering Technology Co.Ltd.and Zhengzhou Yutong Bus Co.Ltd.,Awarded,China,CNY,33900000.0,"CNY 33,900,000.00",CNY,33900000.0,"CNY33,900,000.00",CNY,33900000.0,"CNY33,900,000.00"
P126454,http://search.worldbank.org/wcontractawards/procdetails/OP00025478,JV of Beijing IST Machinery Engineering Technology Co.Ltd.and Zhengzhou Yutong Bus Co.Ltd.,Awarded,China,CNY,33900000.0,"CNY 33,900,000.00",CNY,33900000.0,"CNY33,900,000.00",CNY,33900000.0,"CNY33,900,000.00"
P126454,http://search.worldbank.org/wcontractawards/procdetails/OP00025673,Hisense Trans Tech Co. Ltd.,Awarded,China,CNY,11780000.0,"CNY 11,780,000.00",CNY,11780000.0,"CNY11,780,000.00",CNY,11780000.0,"CNY11,780,000.00"
P117323,http://search.worldbank.org/wcontractawards/procdetails/OP00017509,Consortium of PT Alstom Grid and PT Multi Fabrindo Gemilang,Awarded,,EUR,749383.0,"EUR 749,383.00IDR 76,225,620,000.00USD 21,299,934.00",IDR,495179272413.0,"IDR495,179,272,413.00",IDR,274651243695.0,"IDR274,651,243,695.00"
P117323,http://search.worldbank.org/wcontractawards/procdetails/OP00017509,Consortium CG Power Systems Indonesia and Crompton Greaves,Rejected,,IDR,38972483462.0,"IDR 38,972,483,462.00USD 29,828,367.36",,,,,,
P117323,http://search.worldbank.org/wcontractawards/procdetails/OP00017509,Consortium Dongfang Electronic Co Ltd - Hebei Electric Power Transmission - Hebei Electric Power Design,Rejected,,CNY,255938618.0,"CNY 255,938,618.00IDR 24,595,582,559.00",,,,,,
P117323,http://search.worldbank.org/wcontractawards/procdetails/OP00017505,Consortium of PT Alstom Grid and PT Multi Fabrindo Gemilang,Awarded,,EUR,4376020.0,"EUR 4,376,020.00IDR 28,096,050,000.00USD 17,377,505.00",IDR,516353991570.0,"IDR516,353,991,570.00",IDR,234722531738.0,"IDR234,722,531,738.00"
P117323,http://search.worldbank.org/wcontractawards/procdetails/OP00017505,Hyosung,Evaluated,,IDR,35840544421.0,"IDR 35,840,544,421.00USD 27,542,029.00",IDR,535923324399.0,"IDR535,923,324,399.00",,,
P117323,http://search.worldbank.org/wcontractawards/procdetails/OP00017505,ABB,Evaluated,,IDR,40438551446.0,"IDR 40,438,551,446.00USD 2,226,128.00EUR 2,342,600.00CNY 156,000,800.00",IDR,535923324399.0,"IDR535,923,324,399.00",,,
P117323,http://search.worldbank.org/wcontractawards/procdetails/OP00017505,CNTIC,Rejected,,EUR,1241462.0,"EUR 1,241,462.00IDR 3,000,000,000.00USD 41,255,727.00",,,,,,
P117323,http://search.worldbank.org/wcontractawards/procdetails/OP00017505,Dongfang,Rejected,,CNY,244251331.0,"CNY 244,251,331.00IDR 15,039,651,752.00",,,,,,
P117323,http://search.worldbank.org/wcontractawards/procdetails/OP00017837,Consortium of PT Alstom Grid and PT Multi Fabrindo Gemilang,Awarded,,EUR,722296.0,"EUR 722,296.00IDR 22,541,163,000.00USD 3,490,838.00",IDR,80328401070.0,"IDR80,328,401,070.00",IDR,61896939907.0,"IDR61,896,939,907.00"
P117323,http://search.worldbank.org/wcontractawards/procdetails/OP00017837,,Evaluated,,EUR,1206039.0,"EUR 1,206,039.00IDR 16,922,110,760.00USD 2,953,916.00",IDR,88880415329.0,"IDR88,880,415,329.00",,,
P117323,http://search.worldbank.org/wcontractawards/procdetails/OP00017837,Hyosung,Evaluated,,IDR,36972098723.0,"IDR 36,972,098,723.00USD 4,959,325.00",IDR,111645716785.0,"IDR111,645,716,785.00",,,
P117323,http://search.worldbank.org/wcontractawards/procdetails/OP00017837,ABB Consortium,Rejected,,CHF,155950.0,"CHF 155,950.00IDR 22,140,838,626.00USD 3,870,890.00",,,,,,
P117323,http://search.worldbank.org/wcontractawards/procdetails/OP00017837,PT CG Power System Indonesia,Rejected,,IDR,17719164099.0,"IDR 17,719,164,099.00USD 5,770,953.28",,,,,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00029583,Dreco ? An Xuan Thinh J.S.C Joint Venture,Awarded,Vietnam,VND,104342843000.0,"VND 104,342,843,000.00",VND,61770963056.0,"VND61,770,963,056.00",VND,61770963056.0,"VND61,770,963,056.00"
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00029583,Nam Dinh Dredger and Construction Rural Development JSC,Evaluated,Vietnam,VND,109515732761.0,"VND 109,515,732,761.00",VND,71185000000.0,"VND71,185,000,000.00",,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00029583,Hoa Phong Company Limited ? Cat Dien Construction Trading Company Limited - VIC Joint-Venture Construction CompanyLimited Joint Venture,Evaluated,Vietnam,VND,101222198000.0,"VND 101,222,198,000.00",VND,77941092460.0,"VND77,941,092,460.00",,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00029583,Khanh Giang Company Limited,Evaluated,Vietnam,VND,111052782280.0,"VND 111,052,782,280.00",VND,81068531064.0,"VND81,068,531,064.00",,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00029583,Hai Duong Rural Development and Dike Stone Construction Joint Stock Company,Evaluated,Vietnam,VND,100579391000.0,"VND 100,579,391,000.00",VND,83500000802.0,"VND83,500,000,802.00",,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00029583,My Da Construction Company Limited,Rejected,Vietnam,VND,106705895000.0,"VND 106,705,895,000.00",,,,,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00029583,Thang Loi Group Company Limited and Hoang Giang investement and construction Joint Stock company J.V,Rejected,Vietnam,VND,80567882516.0,"VND 80,567,882,516.00",,,,,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00029583,Tuong Vy Construction & Trading Company Limited - Phu My One-Membered Company Limited J.V,Rejected,Vietnam,VND,70032133600.0,"VND 70,032,133,600.00",,,,,,
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00029584,Minh Hang Construction Company Limited,Awarded,Vietnam,VND,150093898185.0,"VND 150,093,898,185.00",VND,150093898185.0,"VND150,093,898,185.00",VND,150093898185.0,"VND150,093,898,185.00"
P083588,http://search.worldbank.org/wcontractawards/procdetails/OP00029584,Tay Bac Joint Stock Company,Evaluated,Vietnam,VND,190835124854.0,"VND 190,835,124,854.00",VND,145037177196.0,"VND145,037,177,196.00",,,
